,ScientificName,CommonName,SC,SMC,MUCode,MUName,Season,Region,level3,Macrogroup
3272,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4104,Northeastern Interior Dry Oak Forest-Hardwood Modifier                                             ,year-round,Northeast,4104,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
805,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4551,Acadian-Appalachian Montane Spruce-Fir Forest                                                      ,year-round,Northeast,4551,Laurentian-Acadian Hardwood - Conifer Mesic Forest
8159,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4125,Southern and Central Appalachian Oak Forest                                                        ,year-round,Northeast,4125,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
294,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4127,Central and Southern Appalachian Montane Oak Forest                                                ,year-round,Northeast,4127,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
4637,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4310,Southern Piedmont Dry Oak-(Pine) Forest - Mixed Modifier                                           ,year-round,Northeast,4310,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
700,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4119,Southern Appalachian Northern Hardwood Forest                                                      ,year-round,Northeast,4119,Appalachian-Central Interior-Northeastern Mesic Forest
8330,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4331,Appalachian Hemlock-Hardwood Forest                                                                ,year-round,Northeast,4331,Appalachian-Central Interior-Northeastern Mesic Forest
9418,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4612,Central and Southern Appalachian Spruce-Fir Forest                                                 ,year-round,Northeast,4612,Laurentian-Acadian Hardwood - Conifer Mesic Forest
8612,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4311,Southern Piedmont Dry Oak-Heath Forest - Mixed Modifier                                            ,year-round,Northeast,4311,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
6520,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4106,Northeastern Interior Dry Oak Forest - Mixed Modifier                                              ,year-round,Northeast,4106,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
5706,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4123,North-Central Interior Beech-Maple Forest                                                          ,year-round,Northeast,4123,Central Midwest Mesic Forest
654,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4113,Laurentian-Acadian Northern Hardwoods Forest                                                       ,year-round,Northeast,4113,Laurentian-Acadian Hardwood - Conifer Mesic Forest
1761,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4116,Southern Interior Low Plateau Dry-Mesic Oak Forest                                                 ,year-round,Northeast,4116,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
4501,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4121,North-Central Interior Dry Oak Forest and Woodland                                                 ,year-round,Northeast,4121,"Central Midwest Oak Forest, Woodland & Savanna"
5149,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4401,Southern and Central Appalachian Cove Forest                                                       ,year-round,Northeast,4401,Appalachian-Central Interior-Northeastern Mesic Forest
3328,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y3,4333,Acadian Low-Elevation Spruce-Fir-Hardwood Forest                                                   ,year-round,Northeast,4333,Laurentian-Acadian Hardwood - Conifer Mesic Forest
757,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4133,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest                                                ,year-round,Southeast,4133,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
1614,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4402,South-Central Interior Mesophytic Forest                                                           ,year-round,Southeast,4402,Appalachian-Central Interior-Northeastern Mesic Forest
8331,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4331,Appalachian Hemlock-Hardwood Forest                                                                ,year-round,Southeast,4331,Appalachian-Central Interior-Northeastern Mesic Forest
8067,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4114,Northeastern Interior Dry-Mesic Oak Forest                                                         ,year-round,Southeast,4114,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
3329,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4333,Acadian Low-Elevation Spruce-Fir-Hardwood Forest                                                   ,year-round,Southeast,4333,Laurentian-Acadian Hardwood - Conifer Mesic Forest
5150,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4401,Southern and Central Appalachian Cove Forest                                                       ,year-round,Southeast,4401,Appalachian-Central Interior-Northeastern Mesic Forest
295,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4127,Central and Southern Appalachian Montane Oak Forest                                                ,year-round,Southeast,4127,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
9419,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4612,Central and Southern Appalachian Spruce-Fir Forest                                                 ,year-round,Southeast,4612,Laurentian-Acadian Hardwood - Conifer Mesic Forest
5560,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4120,North-Central Interior Dry-Mesic Oak Forest and Woodland                                           ,year-round,Southeast,4120,"Central Midwest Oak Forest, Woodland & Savanna"
8746,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4403,Atlantic Coastal Plain Mesic Hardwood and Mixed Forest                                             ,year-round,Southeast,4403,Southern Mesic Mixed Broadleaf Forest
4638,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4310,Southern Piedmont Dry Oak-(Pine) Forest - Mixed Modifier                                           ,year-round,Southeast,4310,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
4502,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4121,North-Central Interior Dry Oak Forest and Woodland                                                 ,year-round,Southeast,4121,"Central Midwest Oak Forest, Woodland & Savanna"
1934,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4302,Southern Piedmont Dry Oak-(Pine) Forest - Hardwood Modifier                                        ,year-round,Southeast,4302,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
3120,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4330,Central Appalachian Oak and Pine Forest                                                            ,year-round,Southeast,4330,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
1762,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4116,Southern Interior Low Plateau Dry-Mesic Oak Forest                                                 ,year-round,Southeast,4116,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
5707,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4123,North-Central Interior Beech-Maple Forest                                                          ,year-round,Southeast,4123,Central Midwest Mesic Forest
8613,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4311,Southern Piedmont Dry Oak-Heath Forest - Mixed Modifier                                            ,year-round,Southeast,4311,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
2992,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4124,North-Central Interior Maple-Basswood Forest                                                       ,year-round,Southeast,4124,Central Midwest Mesic Forest
6595,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4109,Southern and Central Appalachian Oak Forest - Xeric                                                ,year-round,Southeast,4109,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
3273,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4104,Northeastern Interior Dry Oak Forest-Hardwood Modifier                                             ,year-round,Southeast,4104,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
1047,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4202,Southern Piedmont Mesic Forest                                                                     ,year-round,Southeast,4202,Appalachian-Central Interior-Northeastern Mesic Forest
3197,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4101,Central and Southern Appalachian Northern Hardwood Forest                                          ,year-round,Southeast,4101,Appalachian-Central Interior-Northeastern Mesic Forest
1856,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4313,Northern Atlantic Coastal Plain Dry Hardwood Forest                                                ,year-round,Southeast,4313,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
5798,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4126,Allegheny-Cumberland Dry Oak Forest and Woodland - Hardwood                                        ,year-round,Southeast,4126,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
8160,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4125,Southern and Central Appalachian Oak Forest                                                        ,year-round,Southeast,4125,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
6521,Plethodon cinereus,Eastern Red-backed Salamander,aERBSx,aERBSx-y6,4106,Northeastern Interior Dry Oak Forest - Mixed Modifier                                              ,year-round,Southeast,4106,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
8837,Plethodon fourchensis,Fourch Mountain Salamander,aFMSAx,aFMSAx-y6,4122,Ouachita Montane Oak Forest                                                                        ,year-round,Southeast,4122,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
3897,Plethodon fourchensis,Fourch Mountain Salamander,aFMSAx,aFMSAx-y6,4207,Ozark-Ouachita Mesic Hardwood Forest                                                               ,year-round,Southeast,4207,Central Midwest Mesic Forest
3723,Plethodon fourchensis,Fourch Mountain Salamander,aFMSAx,aFMSAx-y6,4115,Ozark-Ouachita Dry-Mesic Oak Forest                                                                ,year-round,Southeast,4115,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
6670,Haideotriton wallacei,Georgia Blind Salamander,aGBSAx,aGBSAx-y6,4117,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest                                        ,year-round,Southeast,4117,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
8999,Haideotriton wallacei,Georgia Blind Salamander,aGBSAx,aGBSAx-y6,4205,East Gulf Coastal Plain Northern Mesic Hardwood Forest                                             ,year-round,Southeast,4205,Southern Mesic Mixed Broadleaf Forest
3618,Haideotriton wallacei,Georgia Blind Salamander,aGBSAx,aGBSAx-y6,4301,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest - Hardwood Modifier                     ,year-round,Southeast,4301,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
5231,Haideotriton wallacei,Georgia Blind Salamander,aGBSAx,aGBSAx-y6,4501,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Offsite Hardwood Modifier         ,year-round,Southeast,4501,Southeastern North American Ruderal Forest
8770,Haideotriton wallacei,Georgia Blind Salamander,aGBSAx,aGBSAx-y6,4102,East Gulf Coastal Plain Limestone Forest                                                           ,year-round,Southeast,4102,Southern Mesic Mixed Broadleaf Forest
3757,Scaphiopus hurterii,Hurter's Spadefoot,aHUSPx,aHUSPx-y5,4115,Ozark-Ouachita Dry-Mesic Oak Forest                                                                ,year-round,Great Plains,4115,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
5438,Scaphiopus hurterii,Hurter's Spadefoot,aHUSPx,aHUSPx-y5,9839,West Gulf Coastal Plain Small Stream and River Forest                                              ,year-round,Great Plains,9839,Southern Coastal Plain Floodplain Forest
7068,Scaphiopus hurterii,Hurter's Spadefoot,aHUSPx,aHUSPx-y5,4541,East-Central Texas Plains Pine Forest and Woodland                                                 ,year-round,Great Plains,4541,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
6351,Scaphiopus hurterii,Hurter's Spadefoot,aHUSPx,aHUSPx-y5,4312,Western Great Plains Dry Bur Oak Forest and Woodland                                               ,year-round,Great Plains,4312,Great Plains Forest & Woodland
4469,Scaphiopus hurterii,Hurter's Spadefoot,aHUSPx,aHUSPx-y5,4121,North-Central Interior Dry Oak Forest and Woodland                                                 ,year-round,Great Plains,4121,"Central Midwest Oak Forest, Woodland & Savanna"
